id,name,address,map_link,latitude,longitude,rating,open_hours,website,phone
214,Baguette,"5 Truong Sa Street, Hoa Hai Ward, Ngu Hanh Son, Hyatt Regency Resort Da Nang 59499",https://www.bing.com/maps?cp=16.01165771484375%7E108.26327514648438&lvl=17.0&q=Baguette%20%2C%205%20Truong%20Sa%20Street%2C%20Hoa%20Hai%20Ward%2C%20Ngu%20Hanh%20Son%2C%20Hyatt%20Regency%20Resort%20Da%20Nang%2059499,16.01165771,108.2632751,4.5,Open · Closes 6 PM,https://www.hyatt.com/en-us/hotel/vietnam/hyatt-regency-danang-resort-and-spa/danhr/dining?src=nplk-danhr-lclb-baguette,0236 3981 234
215,La Montana Da Nang,"187 Huyền Tran Công Chúa, Hòa Hải, Ngũ Hành Sơn, Da Nang",https://www.bing.com/maps?cp=16.00313949584961%7E108.26495361328125&lvl=17.0&q=La%20Montana%20Da%20Nang%20%2C%20187%20Huy%E1%BB%81n%20Tran%20C%C3%B4ng%20Ch%C3%BAa%2C%20H%C3%B2a%20H%E1%BA%A3i%2C%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2C%20Da%20Nang,16.0031395,108.2649536,,Open · Closes 4 PM,https://www.facebook.com/lamontanadanang/,093 521 57 37
216,Hùng 68 Restaurant - Food And Drink,"110 Truong Sa Hoa Hai, Ngu Hanh Son Đà Nẵng 550000 Đà Nẵng",https://www.bing.com/maps?cp=16.00199317932129%7E108.26715850830078&lvl=17.0&q=H%C3%B9ng%2068%20Restaurant%20-%20Food%20And%20Drink%20%2C%20110%20Truong%20Sa%20Hoa%20Hai%2C%20Ngu%20Hanh%20Son%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.00199318,108.2671585,5.0,Open · Closes 9:30 PM,,090 523 24 34
217,Nhà Nâu - Ẩm Thực Việt,197 Đường Mộc Sơn 5 Quận Ngũ Hành Sơn 50509,https://www.bing.com/maps?cp=16.002735137939453%7E108.26580810546875&lvl=17.0&q=Nh%C3%A0%20N%C3%A2u%20-%20%E1%BA%A8m%20Th%E1%BB%B1c%20Vi%E1%BB%87t%20%2C%20197%20%C4%90%C6%B0%E1%BB%9Dng%20M%E1%BB%99c%20S%C6%A1n%205%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2050509,16.00273514,108.2658081,5.0,Opens in 28 mins,,0888 034 343
218,Da Nang Restaurants Experiences at Hyatt Regency,"5 Truong Sa, Hoa Hai Ward Da Nang 550000",https://www.bing.com/maps?cp=16.01226806640625%7E108.2625961303711&lvl=17.0&q=Da%20Nang%20Restaurants%20Experiences%20at%20Hyatt%20Regency%20%2C%205%20Truong%20Sa%2C%20Hoa%20Hai%20Ward%20Da%20Nang%20550000,16.01226807,108.2625961,4.0,,https://danang.regency.hyatt.com/en/hotel/dining.html,0236 3981 235
219,ART Coffee & Milk Tea,"02 Đường Trần Đại Nghĩa, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam",https://www.bing.com/maps?cp=15.995333671569824%7E108.25868225097656&lvl=17.0&q=ART%20Coffee%20%26%20Milk%20Tea%20%2C%2002%20%C4%90%C6%B0%E1%BB%9Dng%20Tr%E1%BA%A7n%20%C4%90%E1%BA%A1i%20Ngh%C4%A9a%2C%20Ho%C3%A0%20H%E1%BA%A3i%2C%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%2C%20Vi%E1%BB%87t%20Nam,15.99533367,108.2586823,4.0,Open · Closes 10 PM,https://www.facebook.com/ARTcoffeemilktea/,091 732 47 40
220,Milano Coffee - 506 Lê Văn Hiến,329 Đường Lê Văn Hiến Quận Ngũ Hành Sơn 50509,https://www.bing.com/maps?cp=16.00942039489746%7E108.25768280029297&lvl=17.0&q=Milano%20Coffee%20-%20506%20L%C3%AA%20V%C4%83n%20Hi%E1%BA%BFn%20%2C%20329%20%C4%90%C6%B0%E1%BB%9Dng%20L%C3%AA%20V%C4%83n%20Hi%E1%BA%BFn%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2050509,16.00942039,108.2576828,,,https://www.facebook.com/Milanocoffee.506lvh/,090 502 96 17
221,Hương vị biển Đà Nẵng,"41 Bà Bang Nhãn, P. Hòa Hải, Q. Ngũ Hành Sơn Da Nang 550000",https://www.bing.com/maps?cp=16.00959014892578%7E108.2537841796875&lvl=17.0&q=H%C6%B0%C6%A1ng%20v%E1%BB%8B%20bi%E1%BB%83n%20%C4%90%C3%A0%20N%E1%BA%B5ng%20%2C%2041%20B%C3%A0%20Bang%20Nh%C3%A3n%2C%20P.%20H%C3%B2a%20H%E1%BA%A3i%2C%20Q.%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%20Da%20Nang%20550000,16.00959015,108.2537842,,,https://www.facebook.com/huongvibienDN/,0869 101 068
222,ENIKA Trà sữa Má nấu,04 Bà Bang Nhãn Da Nang 59000 Vietnam,https://www.bing.com/maps?cp=16.01076316833496%7E108.25657653808594&lvl=17.0&q=ENIKA%20Tr%C3%A0%20s%E1%BB%AFa%20M%C3%A1%20n%E1%BA%A5u%20%2C%2004%20B%C3%A0%20Bang%20Nh%C3%A3n%20Da%20Nang%2059000%20Vietnam,16.01076317,108.2565765,,Open · Closes 10 PM,https://www.facebook.com/04BaBangNhan/,090 241 03 15
223,Quán Ngũ Hành,522 Nguyễn Khắc Viện Da Nang 550000 Da Nang,https://www.bing.com/maps?cp=16.014602661132812%7E108.25922393798828&lvl=17.0&q=Qu%C3%A1n%20Ng%C5%A9%20H%C3%A0nh%20%2C%20522%20Nguy%E1%BB%85n%20Kh%E1%BA%AFc%20Vi%E1%BB%87n%20Da%20Nang%20550000%20Da%20Nang,16.01460266,108.2592239,5.0,Closed · Opens 10:30 AM,https://www.facebook.com/tuoitrenhs/,097 411 83 82
224,CAFE TRUNG HOA,"KIỆT 128/22 HUYỀN TRÂN CÔNG CHÚA, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng, Việt Nam",https://www.bing.com/maps?cp=16.00049591064453%7E108.26394653320312&lvl=17.0&q=CAFE%20TRUNG%20HOA%20%2C%20KI%E1%BB%86T%20128%2F22%20HUY%E1%BB%80N%20TR%C3%82N%20C%C3%94NG%20CH%C3%9AA%2C%20Ho%C3%A0%20H%E1%BA%A3i%2C%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%2C%20Vi%E1%BB%87t%20Nam,16.00049591,108.2639465,,,,
225,Quán Phở Cồ Bá Hà Nội,Đường Lê Văn Hiến Hòa Hải 50509 Đà Nẵng,https://www.bing.com/maps?cp=16.00642204284668%7E108.25889587402344&lvl=17.0&q=Qu%C3%A1n%20Ph%E1%BB%9F%20C%E1%BB%93%20B%C3%A1%20H%C3%A0%20N%E1%BB%99i%20%2C%20%C4%90%C6%B0%E1%BB%9Dng%20L%C3%AA%20V%C4%83n%20Hi%E1%BA%BFn%20H%C3%B2a%20H%E1%BA%A3i%2050509%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.00642204,108.2588959,,,,
226,Quán Bún,Đường Nguyễn Duy Trinh Hòa Hải 50509 Đà Nẵng,https://www.bing.com/maps?cp=15.993804931640625%7E108.26518249511719&lvl=17.0&q=Qu%C3%A1n%20B%C3%BAn%20%2C%20%C4%90%C6%B0%E1%BB%9Dng%20Nguy%E1%BB%85n%20Duy%20Trinh%20H%C3%B2a%20H%E1%BA%A3i%2050509%20%C4%90%C3%A0%20N%E1%BA%B5ng,15.99380493,108.2651825,,,,
227,Cửa Hàng Linh Quân,"425,Đường Lê Văn Hiến Ngũ Hành Sơn Đà Nẵng",https://www.bing.com/maps?cp=16.00593376159668%7E108.25950622558594&lvl=17.0&q=C%E1%BB%ADa%20H%C3%A0ng%20Linh%20Qu%C3%A2n%20%2C%20425%2C%C4%90%C6%B0%E1%BB%9Dng%20L%C3%AA%20V%C4%83n%20Hi%E1%BA%BFn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.00593376,108.2595062,,,,0236 3969 228
228,Cape Nao Beach Club,"No.19 Trường Sa, Hoà Hải Da Nang 550000",https://www.bing.com/maps?cp=15.98740291595459%7E108.2676773071289&lvl=17.0&q=Cape%20Nao%20Beach%20Club%20%2C%20No.19%20Tr%C6%B0%E1%BB%9Dng%20Sa%2C%20Ho%C3%A0%20H%E1%BA%A3i%20Da%20Nang%20550000,15.98740292,108.2676773,5.0,,,
229,Bếp Nhà Kem,"Mai Đăng Chơn, Ngũ Hành Sơn, Đà Nẵng Da Nang 55 Đà Nẵng",https://www.bing.com/maps?cp=15.992073059082031%7E108.25558471679688&lvl=17.0&q=B%E1%BA%BFp%20Nh%C3%A0%20Kem%20%2C%20Mai%20%C4%90%C4%83ng%20Ch%C6%A1n%2C%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20Da%20Nang%2055%20%C4%90%C3%A0%20N%E1%BA%B5ng,15.99207306,108.2555847,,,https://www.facebook.com/pages/Stars-Hotel/105840643555636,091 606 35 78
230,Kiến Trúc Đá Đà Nẵng,70 Phạm Hữu Nhật Quận Sơn Trà 55000 Da Nang,https://www.bing.com/maps?cp=16.00704002380371%7E108.26136016845703&lvl=17.0&q=Ki%E1%BA%BFn%20Tr%C3%BAc%20%C4%90%C3%A1%20%C4%90%C3%A0%20N%E1%BA%B5ng%20%2C%2070%20Ph%E1%BA%A1m%20H%E1%BB%AFu%20Nh%E1%BA%ADt%20Qu%E1%BA%ADn%20S%C6%A1n%20Tr%C3%A0%2055000%20Da%20Nang,16.00704002,108.2613602,,,,090 643 65 36
231,BANHMIWAY,"D1.4 Trường Sa, Hoà Hải, Infront of Kaldi and More Da Nang 50503",https://www.bing.com/maps?cp=15.989242553710938%7E108.27091979980469&lvl=17.0&q=BANHMIWAY%20%2C%20D1.4%20Tr%C6%B0%E1%BB%9Dng%20Sa%2C%20Ho%C3%A0%20H%E1%BA%A3i%2C%20Infront%20of%20Kaldi%20and%20More%20Da%20Nang%2050503,15.98924255,108.2709198,5.0,Open · Closes 6 PM,,0789 309 000
232,Cơ Sở Điêu Khắc Đá Hồng Tâm,22 Huyền Trân Công Chúa Da Nang 21000,https://www.bing.com/maps?cp=16.002647399902344%7E108.2607650756836&lvl=17.0&q=C%C6%A1%20S%E1%BB%9F%20%C4%90i%C3%AAu%20Kh%E1%BA%AFc%20%C4%90%C3%A1%20H%E1%BB%93ng%20T%C3%A2m%20%2C%2022%20Huy%E1%BB%81n%20Tr%C3%A2n%20C%C3%B4ng%20Ch%C3%BAa%20Da%20Nang%2021000,16.0026474,108.2607651,,,https://www.facebook.com/dieukhachongtam/,093 255 62 47
233,La Plage,"35 Truong Sa Street, Sheraton Grand Danang Resort Da Nang 550000",https://www.bing.com/maps?cp=15.980674743652344%7E108.27632141113281&lvl=17.0&q=La%20Plage%20%2C%2035%20Truong%20Sa%20Street%2C%20Sheraton%20Grand%20Danang%20Resort%20Da%20Nang%20550000,15.98067474,108.2763214,5.0,Closed · Opens 11 AM,https://www.laplagedanang.com/?utm_source=bing&utm_medium=organic&utm_campaign=bing_listing,0236 3988 999
234,Caffe Non Nước,82 Đường Nguyễn Xiển Quận Ngũ Hành Sơn 50506,https://www.bing.com/maps?cp=16.01569366455078%7E108.25532531738281&lvl=17.0&q=Caffe%20Non%20N%C6%B0%E1%BB%9Bc%20%2C%2082%20%C4%90%C6%B0%E1%BB%9Dng%20Nguy%E1%BB%85n%20Xi%E1%BB%83n%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2050506,16.01569366,108.2553253,,,https://www.facebook.com/cf.nonnuoc/,096 813 66 55
235,The Grill,35 Đường Trường Sa Quận Ngũ Hành Sơn 50509,https://www.bing.com/maps?cp=15.980142593383789%7E108.27630615234375&lvl=17.0&q=The%20Grill%20%2C%2035%20%C4%90%C6%B0%E1%BB%9Dng%20Tr%C6%B0%E1%BB%9Dng%20Sa%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2050509,15.98014259,108.2763062,5.0,,https://www.thegrilldanang.com/vn/contact-us,0236 3988 999
236,Tiem An Crown,"Vo Nguyen Giap Khue My, Ngu Hanh Son Quận Liên Chiểu, Da Nang, Vietnam 550000 Da Nang",https://www.bing.com/maps?cp=16.025962829589844%7E108.25570678710938&lvl=17.0&q=Tiem%20An%20Crown%20%2C%20Vo%20Nguyen%20Giap%20Khue%20My%2C%20Ngu%20Hanh%20Son%20Qu%E1%BA%ADn%20Li%C3%AAn%20Chi%E1%BB%83u%2C%20Da%20Nang%2C%20Vietnam%20550000%20Da%20Nang,16.02596283,108.2557068,,,https://app.shopeefood.vn/0ZMotT5f4kb,0703 387 736
237,Đá mỹ nghệ phong thủy Cường Phong,"Số 4 Trần Đại Nghĩa, Hòa Hải Ngũ Hành Sơn 550000 Đà Nẵng",https://www.bing.com/maps?cp=15.995033264160156%7E108.25861358642578&lvl=17.0&q=%C4%90%C3%A1%20m%E1%BB%B9%20ngh%E1%BB%87%20phong%20th%E1%BB%A7y%20C%C6%B0%E1%BB%9Dng%20Phong%20%2C%20S%E1%BB%91%204%20Tr%E1%BA%A7n%20%C4%90%E1%BA%A1i%20Ngh%C4%A9a%2C%20H%C3%B2a%20H%E1%BA%A3i%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,15.99503326,108.2586136,,Open · Closes 10:30 PM,https://cuongphong.vn/,090 929 20 01
238,Tâm Uy Việt,"299 Nguyễn Duy Trinh, Hoà Hải, Ngũ Hành Sơn, Quảng Nam 550000, Việt Nam",https://www.bing.com/maps?cp=15.989603996276855%7E108.26750946044922&lvl=17.0&q=T%C3%A2m%20Uy%20Vi%E1%BB%87t%20%2C%20299%20Nguy%E1%BB%85n%20Duy%20Trinh%2C%20Ho%C3%A0%20H%E1%BA%A3i%2C%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2C%20Qu%E1%BA%A3ng%20Nam%20550000%2C%20Vi%E1%BB%87t%20Nam,15.989604,108.2675095,,,http://www.thongtincongty.com/company/51153959-cong-ty-tnhh-mot-thanh-vien-tam-uy-viet/,
239,Tea Lounge,"35 Truong Sa, Sheraton Grand Danang Resort, Hoa Hai Ward, Ngu Hanh Son District Da Nang 550000",https://www.bing.com/maps?cp=15.98083209991455%7E108.27623748779297&lvl=17.0&q=Tea%20Lounge%20%2C%2035%20Truong%20Sa%2C%20Sheraton%20Grand%20Danang%20Resort%2C%20Hoa%20Hai%20Ward%2C%20Ngu%20Hanh%20Son%20District%20Da%20Nang%20550000,15.9808321,108.2762375,5.0,Opens in 28 mins,http://www.sheratongranddanang.com/tealounge,0236 3988 999
240,Restaurant and Coffee ANH TUYET,154 Đường Huyền Trân Công Chúa Quận Ngũ Hành Sơn 50509,https://www.bing.com/maps?cp=16.00310516357422%7E108.2652816772461&lvl=17.0&q=Restaurant%20and%20Coffee%20ANH%20TUYET%20%2C%20154%20%C4%90%C6%B0%E1%BB%9Dng%20Huy%E1%BB%81n%20Tr%C3%A2n%20C%C3%B4ng%20Ch%C3%BAa%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2050509,16.00310516,108.2652817,,Open · Closes 11 PM,https://www.facebook.com/PhungNa1201/,0777 430 234
241,Osteria al Mare,"05 Trường Sa Street, Hyatt Regency Danang Resort and Spa Da Nang 550000",https://www.bing.com/maps?cp=16.01333999633789%7E108.26393127441406&lvl=17.0&q=Osteria%20al%20Mare%20%2C%2005%20Tr%C6%B0%E1%BB%9Dng%20Sa%20Street%2C%20Hyatt%20Regency%20Danang%20Resort%20and%20Spa%20Da%20Nang%20550000,16.01334,108.2639313,4.5,Open · Closes 10:30 AM,https://www.hyatt.com/en-US/hotel/vietnam/hyatt-regency-danang-resort-and-spa/danhr/dining?src=nplk-danhr-lclb-osteria-al-mare,0236 3981 234
242,KingKong Restaurants,"220 Quách Thị Trang, Hoà Xuân, Cẩm Lệ, Đà Nẵng 550000, Việt Nam",https://www.bing.com/maps?cp=16.00399398803711%7E108.22549438476562&lvl=17.0&q=KingKong%20Restaurants%20%2C%20220%20Qu%C3%A1ch%20Th%E1%BB%8B%20Trang%2C%20Ho%C3%A0%20Xu%C3%A2n%2C%20C%E1%BA%A9m%20L%E1%BB%87%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%2C%20Vi%E1%BB%87t%20Nam,16.00399399,108.2254944,,,https://www.kingkongrestaurants.com/,
243,Quán Nhậu Hà Tây,"264 Đ. Mai Đăng Chơn, Hoà Quý, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam Đà Nẵng 550000 Đà Nẵng",https://www.bing.com/maps?cp=15.985209465026855%7E108.24002075195312&lvl=17.0&q=Qu%C3%A1n%20Nh%E1%BA%ADu%20H%C3%A0%20T%C3%A2y%20%2C%20264%20%C4%90.%20Mai%20%C4%90%C4%83ng%20Ch%C6%A1n%2C%20Ho%C3%A0%20Qu%C3%BD%2C%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%2C%20Vietnam%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,15.98520947,108.2400208,,,,0796 629 727
244,Sala Ẩm Thực Chay,210 Đường Bùi Thiện Ngộ Quận Cẩm Lệ 50707,https://www.bing.com/maps?cp=16.008440017700195%7E108.2205810546875&lvl=17.0&q=Sala%20%E1%BA%A8m%20Th%E1%BB%B1c%20Chay%20%2C%20210%20%C4%90%C6%B0%E1%BB%9Dng%20B%C3%B9i%20Thi%E1%BB%87n%20Ng%E1%BB%99%20Qu%E1%BA%ADn%20C%E1%BA%A9m%20L%E1%BB%87%2050707,16.00844002,108.2205811,,,http://thucphamchayhoasen.com/,090 599 44 73
245,Pool House,"5 Trường Sa, Hoà Hải Ngũ Hành Sơn 550000",https://www.bing.com/maps?cp=16.012311935424805%7E108.26295471191406&lvl=17.0&q=Pool%20House%20%2C%205%20Tr%C6%B0%E1%BB%9Dng%20Sa%2C%20Ho%C3%A0%20H%E1%BA%A3i%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%20550000,16.01231194,108.2629547,,,https://www.hyatt.com/en-US/hotel/vietnam/hyatt-regency-danang-resort-and-spa/danhr/dining?src=nplk-danhr-lclb-pool-house,0236 3981 234
246,MOGU MOGU 모구모구,"245-251 đường 29/3, phường Hòa Xuân, quận Cẩm Lệ Da Nang",https://www.bing.com/maps?cp=16.01592254638672%7E108.22815704345703&lvl=17.0&q=MOGU%20MOGU%20%EB%AA%A8%EA%B5%AC%EB%AA%A8%EA%B5%AC%20%2C%20245-251%20%C4%91%C6%B0%E1%BB%9Dng%2029%2F3%2C%20ph%C6%B0%E1%BB%9Dng%20H%C3%B2a%20Xu%C3%A2n%2C%20qu%E1%BA%ADn%20C%E1%BA%A9m%20L%E1%BB%87%20Da%20Nang,16.01592255,108.228157,,,https://www.facebook.com/share/15kNngFQVw/,0787 785 959
247,Mumtaz Indian Restaurant,69 Hoai Thanh street.My An Ward.Ngu Hanh Son District .Da nang.vietnam Da Nang,https://www.bing.com/maps?cp=16.048519134521484%7E108.23701477050781&lvl=17.0&q=Mumtaz%20Indian%20Restaurant%20%2C%2069%20Hoai%20Thanh%20street.My%20An%20Ward.Ngu%20Hanh%20Son%20District%20.Da%20nang.vietnam%20Da%20Nang,16.04851913,108.2370148,4.5,Closed · Opens 11 AM,https://www.google.com/maps/place/data=!4m2!3m1!1s0x314219cd2f19aa79:0xe2751243eb75fdf8,0236 3839 888
248,Le Rendez Vous,26 Đường Nguyễn Bảo Huyện Hòa Vang 50815,https://www.bing.com/maps?cp=16.00159454345703%7E108.2059326171875&lvl=17.0&q=Le%20Rendez%20Vous%20%2C%2026%20%C4%90%C6%B0%E1%BB%9Dng%20Nguy%E1%BB%85n%20B%E1%BA%A3o%20Huy%E1%BB%87n%20H%C3%B2a%20Vang%2050815,16.00159454,108.2059326,4.5,,https://www.lerendezvousdanang.com/,090 544 19 56
249,Le Petit Chef - Danang,"5 Truong Sa Street, Hyatt Regency Danang Resort & Spa Da Nang 550000",https://www.bing.com/maps?cp=16.01226806640625%7E108.2625961303711&lvl=17.0&q=Le%20Petit%20Chef%20-%20Danang%20%2C%205%20Truong%20Sa%20Street%2C%20Hyatt%20Regency%20Danang%20Resort%20%26%20Spa%20Da%20Nang%20550000,16.01226807,108.2625961,5.0,Closed · Opens 6 PM,https://www.lepetitchef.com/danang/,+1 236-398-1234
250,Quán Phở Bắc Hải,"473,Đường Lê Văn Hiến Ngũ Hành Sơn Đà Nẵng",https://www.bing.com/maps?cp=16.005687713623047%7E108.2591781616211&lvl=17.0&q=Qu%C3%A1n%20Ph%E1%BB%9F%20B%E1%BA%AFc%20H%E1%BA%A3i%20%2C%20473%2C%C4%90%C6%B0%E1%BB%9Dng%20L%C3%AA%20V%C4%83n%20Hi%E1%BA%BFn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.00568771,108.2591782,,,,
251,Quán Quảng Đà Seafood (Lẩu Tiến Vua),172 Đường Nguyễn Phước Lan Quận Cẩm Lệ 50707,https://www.bing.com/maps?cp=16.020048141479492%7E108.22810363769531&lvl=17.0&q=Qu%C3%A1n%20Qu%E1%BA%A3ng%20%C4%90%C3%A0%20Seafood%20(L%E1%BA%A9u%20Ti%E1%BA%BFn%20Vua)%20%2C%20172%20%C4%90%C6%B0%E1%BB%9Dng%20Nguy%E1%BB%85n%20Ph%C6%B0%E1%BB%9Bc%20Lan%20Qu%E1%BA%ADn%20C%E1%BA%A9m%20L%E1%BB%87%2050707,16.02004814,108.2281036,,,https://www.facebook.com/172nguyenphuoclan%3Fmibextid%3DZbWKwL/,093 473 37 01
252,Good Restaurant,"180 Hoang Cong Chat Street, Phu Dien Ward, Điện Biên Phủ Đà Nẵng City",https://www.bing.com/maps?cp=16.016334533691406%7E108.25667572021484&lvl=17.0&q=Good%20Restaurant%20%2C%20180%20Hoang%20Cong%20Chat%20Street%2C%20Phu%20Dien%20Ward%2C%20%C4%90i%E1%BB%87n%20Bi%C3%AAn%20Ph%E1%BB%A7%20%C4%90%C3%A0%20N%E1%BA%B5ng%20City,16.01633453,108.2566757,,,,0366 302 263
253,Đông Phương Quán Cơ Sở 2,"63 65 67 69 Nguyễn Phước Lan, Hoà Xuân, Cẩm Lệ Da Nang 550000",https://www.bing.com/maps?cp=16.02167320251465%7E108.22631072998047&lvl=17.0&q=%C4%90%C3%B4ng%20Ph%C6%B0%C6%A1ng%20Qu%C3%A1n%20C%C6%A1%20S%E1%BB%9F%202%20%2C%2063%2065%2067%2069%20Nguy%E1%BB%85n%20Ph%C6%B0%E1%BB%9Bc%20Lan%2C%20Ho%C3%A0%20Xu%C3%A2n%2C%20C%E1%BA%A9m%20L%E1%BB%87%20Da%20Nang%20550000,16.0216732,108.2263107,,Open · Closes midnight,,0333 789 612
254,Phú Gia,"GIG Living, Đường An Bắc 4, Quận Ngũ Hành Sơn, Đà Nẵng, Việt Nam 550000 Sơn Trà 550000 Đà Nẵng",https://www.bing.com/maps?cp=16.017215728759766%7E108.2528305053711&lvl=17.0&q=Ph%C3%BA%20Gia%20%2C%20GIG%20Living%2C%20%C4%90%C6%B0%E1%BB%9Dng%20An%20B%E1%BA%AFc%204%2C%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%2C%20Vi%E1%BB%87t%20Nam%20550000%20S%C6%A1n%20Tr%C3%A0%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.01721573,108.2528305,,,https://gig.com.vn/,097 955 79 98
255,Nén Restaurant,"16 Đường Mỹ Đa Tây 2 Khuê Mỹ, Ngũ Hành Sơn Đà Nẵng Vietnam Đà Nẵng",https://www.bing.com/maps?cp=16.034465789794922%7E108.23956298828125&lvl=17.0&q=N%C3%A9n%20Restaurant%20%2C%2016%20%C4%90%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20%C4%90a%20T%C3%A2y%202%20Khu%C3%AA%20M%E1%BB%B9%2C%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%20%C4%90%C3%A0%20N%E1%BA%B5ng%20Vietnam%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.03446579,108.239563,4.5,Closed · Opens 5:30 PM,https://restaurantnen.com/,0847 148 866
256,Si Dining Restaurant in Da Nang,"1 Giang Châu 2 Phường Khuê Mỹ, Quận Ngũ Hành Sơn 550000",https://www.bing.com/maps?cp=16.030229568481445%7E108.23805236816406&lvl=17.0&q=Si%20Dining%20Restaurant%20in%20Da%20Nang%20%2C%201%20Giang%20Ch%C3%A2u%202%20Ph%C6%B0%E1%BB%9Dng%20Khu%C3%AA%20M%E1%BB%B9%2C%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%20550000,16.03022957,108.2380524,5.0,Closed · Opens 5:30 PM,https://sidiningdanang.com/,0774 464 441
257,Nhà Hàng Cá Tầm,"184 Thăng Long, Phường Hoà Cường Nam, Quận Hải Châu Da Nang 840236 Da Nang",https://www.bing.com/maps?cp=16.028785705566406%7E108.22564697265625&lvl=17.0&q=Nh%C3%A0%20H%C3%A0ng%20C%C3%A1%20T%E1%BA%A7m%20%2C%20184%20Th%C4%83ng%20Long%2C%20Ph%C6%B0%E1%BB%9Dng%20Ho%C3%A0%20C%C6%B0%E1%BB%9Dng%20Nam%2C%20Qu%E1%BA%ADn%20H%E1%BA%A3i%20Ch%C3%A2u%20Da%20Nang%20840236%20Da%20Nang,16.02878571,108.225647,,Open · Closes 11 PM,https://www.facebook.com/nhahangcatam184/,090 930 15 01
258,Sam Restaurant,144 Huyền Trân Công Chúa Da Nang 55262,https://www.bing.com/maps?cp=16.002971649169922%7E108.26478576660156&lvl=17.0&q=Sam%20Restaurant%20%2C%20144%20Huy%E1%BB%81n%20Tr%C3%A2n%20C%C3%B4ng%20Ch%C3%BAa%20Da%20Nang%2055262,16.00297165,108.2647858,5.0,,,
259,Pho Viet Kieu,"65 Phan Tu My An, Ngu Hanh Son Da Nang 550000 Đà Nẵng",https://www.bing.com/maps?cp=16.046133041381836%7E108.24504089355469&lvl=17.0&q=Pho%20Viet%20Kieu%20%2C%2065%20Phan%20Tu%20My%20An%2C%20Ngu%20Hanh%20Son%20Da%20Nang%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.04613304,108.2450409,4.5,Closed · Opens 11 AM,https://www.facebook.com/PhoVietKieu/,0329 456 309
260,Quán Cô Hai,Đường Mai Đăng Chơn Hòa Quý 50508 Đà Nẵng,https://www.bing.com/maps?cp=15.988529205322266%7E108.24415588378906&lvl=17.0&q=Qu%C3%A1n%20C%C3%B4%20Hai%20%2C%20%C4%90%C6%B0%E1%BB%9Dng%20Mai%20%C4%90%C4%83ng%20Ch%C6%A1n%20H%C3%B2a%20Qu%C3%BD%2050508%20%C4%90%C3%A0%20N%E1%BA%B5ng,15.98852921,108.2441559,,,,0236 3960 257
